source_id,mach,case_id,case_source_id,group,coefficient,basis,value,units,status,confidence,interpolation_policy,notes
DIGITAL_DATCOM_B777_LIKE_MACH_GRID_CANDIDATE_V0,0.30,m030,DIGITAL_DATCOM_B777_LIKE_M030_CANDIDATE_V0,static,CY_beta,beta_rad,-0.39304905,1/rad,candidate-pending-review,0.40,linear in Mach inside committed grid; no extrapolation before validation,Consolidated from m030; warning_count=1; Extracted from DATCOM CYB at Mach 0.30 alpha -2 deg converted from per degree
DIGITAL_DATCOM_B777_LIKE_MACH_GRID_CANDIDATE_V0,0.50,m050,DIGITAL_DATCOM_B777_LIKE_M050_CANDIDATE_V0,static,Cl_beta,beta_rad,-0.09362130,1/rad,candidate-pending-review,0.40,linear in Mach inside committed grid; no extrapolation before validation,Consolidated from m050; warning_count=1; Extracted from DATCOM CLB at Mach 0.50 alpha 0 deg converted from per degree
DIGITAL_DATCOM_B777_LIKE_MACH_GRID_CANDIDATE_V0,0.50,m050,DIGITAL_DATCOM_B777_LIKE_M050_CANDIDATE_V0,static,Cn_beta,beta_rad,0.07133325,1/rad,candidate-pending-review,0.40,linear in Mach inside committed grid; no extrapolation before validation,Consolidated from m050; warning_count=1; Extracted from DATCOM CNB at Mach 0.50 alpha -2 deg converted from per degree
DIGITAL_DATCOM_B777_LIKE_MACH_GRID_CANDIDATE_V0,0.50,m050,DIGITAL_DATCOM_B777_LIKE_M050_CANDIDATE_V0,dynamic,CL_q,q_hat,15.98552248,1,candidate-pending-review,0.35,linear in Mach inside committed grid; no extrapolation before validation,Consolidated from m050; warning_count=1; Extracted from DATCOM CLQ at Mach 0.50 alpha -2 deg converted from per degree
DIGITAL_DATCOM_B777_LIKE_MACH_GRID_CANDIDATE_V0,0.50,m050,DIGITAL_DATCOM_B777_LIKE_M050_CANDIDATE_V0,dynamic,Cm_q,q_hat,-55.78317093,1,candidate-pending-review,0.35,linear in Mach inside committed grid; no extrapolation before validation,Consolidated from m050; warning_count=1; Extracted from DATCOM CMQ at Mach 0.50 alpha -2 deg converted from per degree
DIGITAL_DATCOM_B777_LIKE_MACH_GRID_CANDIDATE_V0,0.50,m050,DIGITAL_DATCOM_B777_LIKE_M050_CANDIDATE_V0,dynamic,CY_p,p_hat,-0.11900333,1,candidate-pending-review,0.35,linear in Mach inside committed grid; no extrapolation before validation,Consolidated from m050; warning_count=1; Extracted from DATCOM CYP at Mach 0.50 alpha 0 deg converted from per degree
DIGITAL_DATCOM_B777_LIKE_MACH_GRID_CANDIDATE_V0,0.50,m050,DIGITAL_DATCOM_B777_LIKE_M050_CANDIDATE_V0,dynamic,Cl_p,p_hat,-0.38399631,1,candidate-pending-review,0.35,linear in Mach inside committed grid; no extrapolation before validation,Consolidated from m050; warning_count=1; Extracted from DATCOM CLP at Mach 0.50 alpha 0 deg converted from per degree
DIGITAL_DATCOM_B777_LIKE_MACH_GRID_CANDIDATE_V0,0.50,m050,DIGITAL_DATCOM_B777_LIKE_M050_CANDIDATE_V0,dynamic,Cn_p,p_hat,-0.02424184,1,candidate-pending-review,0.30,linear in Mach inside committed grid; no extrapolation before validation,Consolidated from m050; warning_count=1; Extracted from DATCOM CNP at Mach 0.50 alpha 2 deg converted from per degree
DIGITAL_DATCOM_B777_LIKE_MACH_GRID_CANDIDATE_V0,0.50,m050,DIGITAL_DATCOM_B777_LIKE_M050_CANDIDATE_V0,dynamic,Cn_r,r_hat,-0.19526402,1,candidate-pending-review,0.35,linear in Mach inside committed grid; no extrapolation before validation,Consolidated from m050; warning_count=1; Extracted from DATCOM CNR at Mach 0.50 alpha 0 deg converted from per degree
DIGITAL_DATCOM_B777_LIKE_MACH_GRID_CANDIDATE_V0,0.50,m050,DIGITAL_DATCOM_B777_LIKE_M050_CANDIDATE_V0,dynamic,Cl_r,r_hat,0.03047563,1,candidate-pending-review,0.35,linear in Mach inside committed grid; no extrapolation before validation,Consolidated from m050; warning_count=1; Extracted from DATCOM CLR at Mach 0.50 alpha 0 deg converted from per degree
DIGITAL_DATCOM_B777_LIKE_MACH_GRID_CANDIDATE_V0,0.60,m060,DIGITAL_DATCOM_B777_LIKE_M060_CANDIDATE_V0,static,CY_beta,beta_rad,-0.37906888,1/rad,candidate-pending-review,0.40,linear in Mach inside committed grid; no extrapolation before validation,Consolidated from m060; warning_count=1; Extracted from DATCOM CYB at Mach 0.60 alpha -2 deg converted from per degree
DIGITAL_DATCOM_B777_LIKE_MACH_GRID_CANDIDATE_V0,0.60,m060,DIGITAL_DATCOM_B777_LIKE_M060_CANDIDATE_V0,static,Cl_beta,beta_rad,-0.09556936,1/rad,candidate-pending-review,0.40,linear in Mach inside committed grid; no extrapolation before validation,Consolidated from m060; warning_count=1; Extracted from DATCOM CLB at Mach 0.60 alpha 0 deg converted from per degree
DIGITAL_DATCOM_B777_LIKE_MACH_GRID_CANDIDATE_V0,0.60,m060,DIGITAL_DATCOM_B777_LIKE_M060_CANDIDATE_V0,static,Cn_beta,beta_rad,0.06583285,1/rad,candidate-pending-review,0.40,linear in Mach inside committed grid; no extrapolation before validation,Consolidated from m060; warning_count=1; Extracted from DATCOM CNB at Mach 0.60 alpha -2 deg converted from per degree
DIGITAL_DATCOM_B777_LIKE_MACH_GRID_CANDIDATE_V0,0.60,m060,DIGITAL_DATCOM_B777_LIKE_M060_CANDIDATE_V0,dynamic,CL_q,q_hat,15.64747739,1,candidate-pending-review,0.35,linear in Mach inside committed grid; no extrapolation before validation,Consolidated from m060; warning_count=1; Extracted from DATCOM CLQ at Mach 0.60 alpha -2 deg converted from per degree
DIGITAL_DATCOM_B777_LIKE_MACH_GRID_CANDIDATE_V0,0.60,m060,DIGITAL_DATCOM_B777_LIKE_M060_CANDIDATE_V0,dynamic,Cm_q,q_hat,-54.54558210,1,candidate-pending-review,0.35,linear in Mach inside committed grid; no extrapolation before validation,Consolidated from m060; warning_count=1; Extracted from DATCOM CMQ at Mach 0.60 alpha -2 deg converted from per degree
DIGITAL_DATCOM_B777_LIKE_MACH_GRID_CANDIDATE_V0,0.60,m060,DIGITAL_DATCOM_B777_LIKE_M060_CANDIDATE_V0,dynamic,CY_p,p_hat,-0.11636773,1,candidate-pending-review,0.35,linear in Mach inside committed grid; no extrapolation before validation,Consolidated from m060; warning_count=1; Extracted from DATCOM CYP at Mach 0.60 alpha 0 deg converted from per degree
DIGITAL_DATCOM_B777_LIKE_MACH_GRID_CANDIDATE_V0,0.60,m060,DIGITAL_DATCOM_B777_LIKE_M060_CANDIDATE_V0,dynamic,Cl_p,p_hat,-0.37540195,1,candidate-pending-review,0.35,linear in Mach inside committed grid; no extrapolation before validation,Consolidated from m060; warning_count=1; Extracted from DATCOM CLP at Mach 0.60 alpha 0 deg converted from per degree
DIGITAL_DATCOM_B777_LIKE_MACH_GRID_CANDIDATE_V0,0.60,m060,DIGITAL_DATCOM_B777_LIKE_M060_CANDIDATE_V0,dynamic,Cn_p,p_hat,-0.02347981,1,candidate-pending-review,0.30,linear in Mach inside committed grid; no extrapolation before validation,Consolidated from m060; warning_count=1; Extracted from DATCOM CNP at Mach 0.60 alpha 2 deg converted from per degree
DIGITAL_DATCOM_B777_LIKE_MACH_GRID_CANDIDATE_V0,0.60,m060,DIGITAL_DATCOM_B777_LIKE_M060_CANDIDATE_V0,dynamic,Cn_r,r_hat,-0.19056576,1,candidate-pending-review,0.35,linear in Mach inside committed grid; no extrapolation before validation,Consolidated from m060; warning_count=1; Extracted from DATCOM CNR at Mach 0.60 alpha 0 deg converted from per degree
DIGITAL_DATCOM_B777_LIKE_MACH_GRID_CANDIDATE_V0,0.60,m060,DIGITAL_DATCOM_B777_LIKE_M060_CANDIDATE_V0,dynamic,Cl_r,r_hat,0.03001726,1,candidate-pending-review,0.35,linear in Mach inside committed grid; no extrapolation before validation,Consolidated from m060; warning_count=1; Extracted from DATCOM CLR at Mach 0.60 alpha 0 deg converted from per degree
DIGITAL_DATCOM_B777_LIKE_MACH_GRID_CANDIDATE_V0,0.70,m070,DIGITAL_DATCOM_B777_LIKE_M070_CANDIDATE_V0,static,CY_beta,beta_rad,-0.36887023,1/rad,candidate-pending-review,0.40,linear in Mach inside committed grid; no extrapolation before validation,Consolidated from m070; warning_count=1; Extracted from DATCOM CYB at Mach 0.70 alpha -2 deg converted from per degree
DIGITAL_DATCOM_B777_LIKE_MACH_GRID_CANDIDATE_V0,0.70,m070,DIGITAL_DATCOM_B777_LIKE_M070_CANDIDATE_V0,static,Cl_beta,beta_rad,-0.09837685,1/rad,candidate-pending-review,0.40,linear in Mach inside committed grid; no extrapolation before validation,Consolidated from m070; warning_count=1; Extracted from DATCOM CLB at Mach 0.70 alpha 0 deg converted from per degree
DIGITAL_DATCOM_B777_LIKE_MACH_GRID_CANDIDATE_V0,0.70,m070,DIGITAL_DATCOM_B777_LIKE_M070_CANDIDATE_V0,static,Cn_beta,beta_rad,0.05838440,1/rad,candidate-pending-review,0.40,linear in Mach inside committed grid; no extrapolation before validation,Consolidated from m070; warning_count=1; Extracted from DATCOM CNB at Mach 0.70 alpha -2 deg converted from per degree
DIGITAL_DATCOM_B777_LIKE_MACH_GRID_CANDIDATE_V0,0.70,m070,DIGITAL_DATCOM_B777_LIKE_M070_CANDIDATE_V0,dynamic,CL_q,q_hat,15.12035621,1,candidate-pending-review,0.35,linear in Mach inside committed grid; no extrapolation before validation,Consolidated from m070; warning_count=1; Extracted from DATCOM CLQ at Mach 0.70 alpha -2 deg converted from per degree
DIGITAL_DATCOM_B777_LIKE_MACH_GRID_CANDIDATE_V0,0.70,m070,DIGITAL_DATCOM_B777_LIKE_M070_CANDIDATE_V0,dynamic,Cm_q,q_hat,-52.64336222,1,candidate-pending-review,0.35,linear in Mach inside committed grid; no extrapolation before validation,Consolidated from m070; warning_count=1; Extracted from DATCOM CMQ at Mach 0.70 alpha -2 deg converted from per degree
DIGITAL_DATCOM_B777_LIKE_MACH_GRID_CANDIDATE_V0,0.70,m070,DIGITAL_DATCOM_B777_LIKE_M070_CANDIDATE_V0,dynamic,CY_p,p_hat,-0.11138300,1,candidate-pending-review,0.35,linear in Mach inside committed grid; no extrapolation before validation,Consolidated from m070; warning_count=1; Extracted from DATCOM CYP at Mach 0.70 alpha 0 deg converted from per degree
DIGITAL_DATCOM_B777_LIKE_MACH_GRID_CANDIDATE_V0,0.70,m070,DIGITAL_DATCOM_B777_LIKE_M070_CANDIDATE_V0,dynamic,Cl_p,p_hat,-0.35953102,1,candidate-pending-review,0.35,linear in Mach inside committed grid; no extrapolation before validation,Consolidated from m070; warning_count=1; Extracted from DATCOM CLP at Mach 0.70 alpha 0 deg converted from per degree
DIGITAL_DATCOM_B777_LIKE_MACH_GRID_CANDIDATE_V0,0.70,m070,DIGITAL_DATCOM_B777_LIKE_M070_CANDIDATE_V0,dynamic,Cn_p,p_hat,-0.02236254,1,candidate-pending-review,0.30,linear in Mach inside committed grid; no extrapolation before validation,Consolidated from m070; warning_count=1; Extracted from DATCOM CNP at Mach 0.70 alpha 2 deg converted from per degree
DIGITAL_DATCOM_B777_LIKE_MACH_GRID_CANDIDATE_V0,0.70,m070,DIGITAL_DATCOM_B777_LIKE_M070_CANDIDATE_V0,dynamic,Cn_r,r_hat,-0.18340379,1,candidate-pending-review,0.35,linear in Mach inside committed grid; no extrapolation before validation,Consolidated from m070; warning_count=1; Extracted from DATCOM CNR at Mach 0.70 alpha 0 deg converted from per degree
DIGITAL_DATCOM_B777_LIKE_MACH_GRID_CANDIDATE_V0,0.70,m070,DIGITAL_DATCOM_B777_LIKE_M070_CANDIDATE_V0,dynamic,Cl_r,r_hat,0.02931252,1,candidate-pending-review,0.35,linear in Mach inside committed grid; no extrapolation before validation,Consolidated from m070; warning_count=1; Extracted from DATCOM CLR at Mach 0.70 alpha 0 deg converted from per degree
DIGITAL_DATCOM_B777_LIKE_MACH_GRID_CANDIDATE_V0,0.80,m080,DIGITAL_DATCOM_B777_LIKE_M080_CANDIDATE_V0,static,CY_beta,beta_rad,-0.35145231,1/rad,candidate-pending-review,0.40,linear in Mach inside committed grid; no extrapolation before validation,Consolidated from m080; warning_count=1; Extracted from DATCOM CYB at Mach 0.80 alpha -2 deg converted from per degree
DIGITAL_DATCOM_B777_LIKE_MACH_GRID_CANDIDATE_V0,0.80,m080,DIGITAL_DATCOM_B777_LIKE_M080_CANDIDATE_V0,static,Cl_beta,beta_rad,-0.10061139,1/rad,candidate-pending-review,0.40,linear in Mach inside committed grid; no extrapolation before validation,Consolidated from m080; warning_count=1; Extracted from DATCOM CLB at Mach 0.80 alpha 0 deg converted from per degree
DIGITAL_DATCOM_B777_LIKE_MACH_GRID_CANDIDATE_V0,0.80,m080,DIGITAL_DATCOM_B777_LIKE_M080_CANDIDATE_V0,static,Cn_beta,beta_rad,0.04693097,1/rad,candidate-pending-review,0.40,linear in Mach inside committed grid; no extrapolation before validation,Consolidated from m080; warning_count=1; Extracted from DATCOM CNB at Mach 0.80 alpha -2 deg converted from per degree
DIGITAL_DATCOM_B777_LIKE_MACH_GRID_CANDIDATE_V0,0.80,m080,DIGITAL_DATCOM_B777_LIKE_M080_CANDIDATE_V0,dynamic,CL_q,q_hat,14.18643501,1,candidate-pending-review,0.35,linear in Mach inside committed grid; no extrapolation before validation,Consolidated from m080; warning_count=1; Extracted from DATCOM CLQ at Mach 0.80 alpha -2 deg converted from per degree
DIGITAL_DATCOM_B777_LIKE_MACH_GRID_CANDIDATE_V0,0.80,m080,DIGITAL_DATCOM_B777_LIKE_M080_CANDIDATE_V0,dynamic,Cm_q,q_hat,-49.33166616,1,candidate-pending-review,0.35,linear in Mach inside committed grid; no extrapolation before validation,Consolidated from m080; warning_count=1; Extracted from DATCOM CMQ at Mach 0.80 alpha -2 deg converted from per degree
DIGITAL_DATCOM_B777_LIKE_MACH_GRID_CANDIDATE_V0,0.80,m080,DIGITAL_DATCOM_B777_LIKE_M080_CANDIDATE_V0,dynamic,CY_p,p_hat,-0.10381995,1,candidate-pending-review,0.35,linear in Mach inside committed grid; no extrapolation before validation,Consolidated from m080; warning_count=1; Extracted from DATCOM CYP at Mach 0.80 alpha 0 deg converted from per degree
DIGITAL_DATCOM_B777_LIKE_MACH_GRID_CANDIDATE_V0,0.80,m080,DIGITAL_DATCOM_B777_LIKE_M080_CANDIDATE_V0,dynamic,Cl_p,p_hat,-0.33518031,1,candidate-pending-review,0.35,linear in Mach inside committed grid; no extrapolation before validation,Consolidated from m080; warning_count=1; Extracted from DATCOM CLP at Mach 0.80 alpha 0 deg converted from per degree
DIGITAL_DATCOM_B777_LIKE_MACH_GRID_CANDIDATE_V0,0.80,m080,DIGITAL_DATCOM_B777_LIKE_M080_CANDIDATE_V0,dynamic,Cn_p,p_hat,-0.02056918,1,candidate-pending-review,0.30,linear in Mach inside committed grid; no extrapolation before validation,Consolidated from m080; warning_count=1; Extracted from DATCOM CNP at Mach 0.80 alpha 2 deg converted from per degree
DIGITAL_DATCOM_B777_LIKE_MACH_GRID_CANDIDATE_V0,0.80,m080,DIGITAL_DATCOM_B777_LIKE_M080_CANDIDATE_V0,dynamic,Cn_r,r_hat,-0.17119979,1,candidate-pending-review,0.35,linear in Mach inside committed grid; no extrapolation before validation,Consolidated from m080; warning_count=1; Extracted from DATCOM CNR at Mach 0.80 alpha 0 deg converted from per degree
DIGITAL_DATCOM_B777_LIKE_MACH_GRID_CANDIDATE_V0,0.80,m080,DIGITAL_DATCOM_B777_LIKE_M080_CANDIDATE_V0,dynamic,Cl_r,r_hat,0.02810931,1,candidate-pending-review,0.35,linear in Mach inside committed grid; no extrapolation before validation,Consolidated from m080; warning_count=1; Extracted from DATCOM CLR at Mach 0.80 alpha 0 deg converted from per degree
